ProductionKey,ProductionRecordID,ProductionDateKey,ProductKey,Factory,ProductionLine,Shift,PlannedQuantity,ActualQuantity,DefectQuantity,YieldRate,WorkHours,DowntimeMinutes
877,MFG-00877,20250917,12,本社工場,ライン-D,日勤,5,4,1,0.9701,6.6,2
878,MFG-00878,20260308,7,九州工場,ライン-D,日勤,10,9,1,0.9821,11.5,7
879,MFG-00879,20251212,19,本社工場,ライン-C,夜勤,200,194,6,0.9722,10.0,10
880,MFG-00880,20260311,16,第二工場,ライン-A,日勤,200,191,9,0.9557,11.2,163
881,MFG-00881,20250805,4,第二工場,ライン-C,日勤,200,192,8,0.9619,7.9,8
882,MFG-00882,20251013,8,九州工場,ライン-C,夜勤,200,194,6,0.9721,10.4,10
883,MFG-00883,20251125,13,第二工場,ライン-B,日勤,50,48,2,0.9636,8.9,3
884,MFG-00884,20260104,9,第二工場,ライン-E,日勤,100,95,5,0.9573,7.6,5
885,MFG-00885,20250222,13,本社工場,ライン-B,夜勤,5,4,1,0.9632,8.4,161
886,MFG-00886,20260209,8,九州工場,ライン-C,夜勤,200,195,5,0.9795,11.0,4
887,MFG-00887,20250722,16,九州工場,ライン-B,夜勤,200,190,10,0.9511,10.7,33
888,MFG-00888,20250420,4,九州工場,ライン-E,日勤,200,195,5,0.9788,10.5,3
889,MFG-00889,20260101,14,本社工場,ライン-A,日勤,10,7,3,0.778,6.0,5
890,MFG-00890,20251012,17,第二工場,ライン-A,夜勤,500,496,4,0.9937,6.9,4
891,MFG-00891,20250911,5,本社工場,ライン-C,日勤,200,198,2,0.9919,9.6,9
892,MFG-00892,20250802,13,第二工場,ライン-A,夜勤,50,48,2,0.9748,9.6,9
893,MFG-00893,20260121,18,九州工場,ライン-A,日勤,500,488,12,0.9765,4.8,84
894,MFG-00894,20250731,17,本社工場,ライン-A,夜勤,200,196,4,0.9801,11.6,9
895,MFG-00895,20251206,18,本社工場,ライン-E,夜勤,500,482,18,0.965,8.1,1
896,MFG-00896,20250617,11,第二工場,ライン-E,夜勤,500,384,116,0.7686,5.1,2
897,MFG-00897,20250130,16,本社工場,ライン-C,夜勤,500,383,117,0.767,7.8,0
898,MFG-00898,20250427,20,九州工場,ライン-E,夜勤,100,96,4,0.9697,9.7,8
899,MFG-00899,20251024,9,第二工場,ライン-C,日勤,200,150,50,0.7537,9.2,2
900,MFG-00900,20250602,17,第二工場,ライン-E,日勤,50,49,1,0.9979,9.5,8
901,MFG-00901,20251111,14,第二工場,ライン-D,夜勤,20,19,1,0.9507,10.3,6
902,MFG-00902,20260319,12,第二工場,ライン-D,夜勤,5,4,1,0.9957,10.1,3
903,MFG-00903,20260205,17,本社工場,ライン-E,夜勤,100,96,4,0.9677,10.4,2
904,MFG-00904,20260314,6,第二工場,ライン-D,夜勤,10,9,1,0.9792,5.8,123
905,MFG-00905,20250324,6,本社工場,ライン-A,日勤,50,48,2,0.9706,11.1,7
906,MFG-00906,20250609,13,第二工場,ライン-B,日勤,5,4,1,0.984,4.8,8
907,MFG-00907,20260222,9,九州工場,ライン-E,夜勤,1000,885,115,0.8857,8.3,9
908,MFG-00908,20250922,13,九州工場,ライン-D,夜勤,5,4,1,0.9583,8.8,7
909,MFG-00909,20260207,1,第二工場,ライン-C,日勤,1000,962,38,0.9626,5.3,1
910,MFG-00910,20250317,4,本社工場,ライン-B,日勤,200,197,3,0.9865,7.8,5
911,MFG-00911,20251223,19,九州工場,ライン-D,日勤,200,197,3,0.9893,5.4,8
912,MFG-00912,20250331,10,本社工場,ライン-B,日勤,200,193,7,0.9674,10.0,0
913,MFG-00913,20250117,14,第二工場,ライン-C,夜勤,10,9,1,0.9918,10.8,50
914,MFG-00914,20250410,5,第二工場,ライン-D,夜勤,500,494,6,0.9891,4.7,6
915,MFG-00915,20260127,7,九州工場,ライン-B,夜勤,20,19,1,0.9581,5.5,8
916,MFG-00916,20250714,6,第二工場,ライン-A,夜勤,20,19,1,0.9906,8.9,3
917,MFG-00917,20260228,2,第二工場,ライン-C,日勤,50,49,1,0.9881,5.8,8
918,MFG-00918,20260301,5,九州工場,ライン-C,日勤,100,96,4,0.9647,4.3,10
919,MFG-00919,20260115,4,本社工場,ライン-E,夜勤,200,194,6,0.9747,4.5,2
920,MFG-00920,20250523,9,九州工場,ライン-C,夜勤,100,98,2,0.9896,5.7,5
921,MFG-00921,20251219,3,九州工場,ライン-D,日勤,200,191,9,0.9551,9.1,10
922,MFG-00922,20250614,8,本社工場,ライン-E,日勤,200,194,6,0.9746,6.0,6
923,MFG-00923,20260216,20,九州工場,ライン-E,夜勤,1000,987,13,0.9873,11.1,9
924,MFG-00924,20250201,10,第二工場,ライン-C,日勤,500,495,5,0.9903,9.4,3
925,MFG-00925,20250119,3,九州工場,ライン-E,夜勤,500,478,22,0.9563,5.6,3
926,MFG-00926,20251031,15,九州工場,ライン-B,日勤,100,95,5,0.9572,4.9,8
927,MFG-00927,20250913,1,本社工場,ライン-D,日勤,1000,974,26,0.9747,4.4,3
928,MFG-00928,20250327,5,本社工場,ライン-A,日勤,50,49,1,0.9927,4.1,6
929,MFG-00929,20250825,14,本社工場,ライン-D,日勤,10,9,1,0.9822,8.5,7
930,MFG-00930,20260102,13,本社工場,ライン-A,日勤,5,4,1,0.9545,4.5,8
931,MFG-00931,20250529,11,九州工場,ライン-B,日勤,200,197,3,0.9877,6.2,8
932,MFG-00932,20251125,5,第二工場,ライン-B,夜勤,200,193,7,0.9652,9.4,15
933,MFG-00933,20250412,1,第二工場,ライン-D,日勤,50,48,2,0.9634,6.6,6
934,MFG-00934,20250813,3,本社工場,ライン-C,日勤,200,196,4,0.9821,7.4,18
935,MFG-00935,20251128,13,第二工場,ライン-C,日勤,20,19,1,0.9952,11.9,129
936,MFG-00936,20251005,11,第二工場,ライン-A,夜勤,500,487,13,0.9751,4.1,3
937,MFG-00937,20250809,14,本社工場,ライン-E,夜勤,10,9,1,0.9771,7.2,7
938,MFG-00938,20260206,1,本社工場,ライン-E,夜勤,200,196,4,0.9805,4.9,10
939,MFG-00939,20251205,16,本社工場,ライン-E,夜勤,50,48,2,0.9706,6.9,9
940,MFG-00940,20250821,13,九州工場,ライン-A,日勤,50,49,1,0.9923,10.1,10
941,MFG-00941,20250925,19,本社工場,ライン-E,夜勤,50,48,2,0.9766,4.0,9
942,MFG-00942,20250708,5,第二工場,ライン-A,夜勤,100,99,1,0.996,7.7,1
943,MFG-00943,20251210,5,第二工場,ライン-D,夜勤,200,190,10,0.9546,9.4,8
944,MFG-00944,20250316,9,九州工場,ライン-A,夜勤,1000,958,42,0.9585,5.1,5
945,MFG-00945,20250920,19,第二工場,ライン-A,日勤,500,496,4,0.9938,6.1,4
946,MFG-00946,20250309,4,第二工場,ライン-E,夜勤,200,190,10,0.9522,7.5,0
947,MFG-00947,20260309,19,本社工場,ライン-B,夜勤,200,167,33,0.8362,11.5,176
948,MFG-00948,20250724,8,第二工場,ライン-C,夜勤,1000,960,40,0.9601,5.1,7
949,MFG-00949,20250401,17,九州工場,ライン-B,夜勤,500,481,19,0.9634,4.5,10
950,MFG-00950,20260223,17,本社工場,ライン-B,夜勤,500,478,22,0.9565,7.4,8
951,MFG-00951,20260211,12,第二工場,ライン-A,日勤,10,9,1,0.9835,11.6,162
952,MFG-00952,20250710,1,本社工場,ライン-E,夜勤,500,494,6,0.9892,4.7,1
953,MFG-00953,20260118,2,本社工場,ライン-C,夜勤,50,47,3,0.9596,4.3,125
954,MFG-00954,20251031,11,本社工場,ライン-A,夜勤,100,99,1,0.9974,4.7,4
955,MFG-00955,20251015,11,本社工場,ライン-C,日勤,500,484,16,0.9698,8.4,6
956,MFG-00956,20250626,5,第二工場,ライン-E,夜勤,1000,969,31,0.9698,9.9,8
957,MFG-00957,20250314,16,第二工場,ライン-B,日勤,100,98,2,0.9871,4.3,2
958,MFG-00958,20250630,18,第二工場,ライン-E,日勤,500,496,4,0.9928,5.7,5
959,MFG-00959,20250813,9,本社工場,ライン-E,夜勤,500,487,13,0.9754,7.2,8
960,MFG-00960,20250811,2,第二工場,ライン-D,日勤,200,196,4,0.9845,6.0,8
961,MFG-00961,20250915,7,第二工場,ライン-E,日勤,5,4,1,0.9883,9.0,6
962,MFG-00962,20250312,18,第二工場,ライン-A,夜勤,50,49,1,0.9945,9.6,7
963,MFG-00963,20251114,11,本社工場,ライン-C,夜勤,1000,977,23,0.9771,9.8,23
964,MFG-00964,20251004,11,本社工場,ライン-C,日勤,200,197,3,0.9851,9.3,3
965,MFG-00965,20250221,3,第二工場,ライン-A,夜勤,50,47,3,0.9509,6.6,7
966,MFG-00966,20251216,13,九州工場,ライン-A,日勤,5,4,1,0.9678,5.9,4
967,MFG-00967,20251224,3,本社工場,ライン-B,日勤,500,496,4,0.9933,10.3,5
968,MFG-00968,20260323,2,本社工場,ライン-A,夜勤,500,476,24,0.9524,6.6,2
969,MFG-00969,20260326,12,第二工場,ライン-E,夜勤,10,7,3,0.7924,11.6,7
970,MFG-00970,20251227,7,第二工場,ライン-B,日勤,20,19,1,0.9676,4.2,1
971,MFG-00971,20250125,1,第二工場,ライン-D,日勤,1000,950,50,0.9506,9.5,0
972,MFG-00972,20250523,12,本社工場,ライン-B,日勤,10,9,1,0.9865,4.5,10
973,MFG-00973,20251111,4,九州工場,ライン-B,夜勤,500,479,21,0.9584,8.4,3
974,MFG-00974,20250711,19,本社工場,ライン-C,日勤,200,190,10,0.9528,11.7,9
975,MFG-00975,20250107,1,九州工場,ライン-D,夜勤,1000,976,24,0.9763,4.6,7
976,MFG-00976,20250902,9,九州工場,ライン-A,日勤,1000,983,17,0.9833,5.0,3
977,MFG-00977,20251206,7,第二工場,ライン-E,夜勤,50,48,2,0.9608,4.0,6
978,MFG-00978,20260124,6,第二工場,ライン-C,日勤,10,9,1,0.9535,5.7,4
979,MFG-00979,20250308,13,第二工場,ライン-B,日勤,5,4,1,0.9801,9.3,2
980,MFG-00980,20250423,8,第二工場,ライン-C,日勤,50,47,3,0.9515,4.3,6
981,MFG-00981,20260306,2,本社工場,ライン-C,日勤,200,195,5,0.9767,7.3,0
982,MFG-00982,20250319,4,第二工場,ライン-A,夜勤,200,195,5,0.9796,4.1,5
983,MFG-00983,20250822,11,九州工場,ライン-E,夜勤,100,95,5,0.9589,5.4,6
984,MFG-00984,20250609,6,本社工場,ライン-D,日勤,5,4,1,0.9924,10.4,2
985,MFG-00985,20250823,12,九州工場,ライン-C,日勤,10,9,1,0.9512,8.8,128
986,MFG-00986,20250228,3,本社工場,ライン-C,日勤,500,479,21,0.9587,7.5,1
987,MFG-00987,20251128,20,本社工場,ライン-B,夜勤,1000,955,45,0.956,8.6,0
988,MFG-00988,20251218,12,本社工場,ライン-E,夜勤,5,4,1,0.9757,6.7,9
989,MFG-00989,20260327,11,九州工場,ライン-E,夜勤,500,491,9,0.9838,4.8,0
990,MFG-00990,20251229,2,本社工場,ライン-C,夜勤,200,195,5,0.979,5.7,6
991,MFG-00991,20251108,5,九州工場,ライン-E,夜勤,500,481,19,0.9633,11.7,0
992,MFG-00992,20251203,4,本社工場,ライン-E,日勤,500,475,25,0.9501,5.4,4
993,MFG-00993,20251002,5,本社工場,ライン-B,日勤,50,48,2,0.9634,11.9,2
994,MFG-00994,20260119,17,本社工場,ライン-A,夜勤,1000,977,23,0.9777,9.7,10
995,MFG-00995,20250306,1,本社工場,ライン-B,日勤,1000,984,16,0.9843,5.2,2
996,MFG-00996,20260103,15,第二工場,ライン-D,日勤,500,483,17,0.9679,5.6,2
997,MFG-00997,20250915,3,第二工場,ライン-D,日勤,200,190,10,0.9501,11.9,167
998,MFG-00998,20250429,15,第二工場,ライン-D,夜勤,200,195,5,0.9793,5.8,10
999,MFG-00999,20250112,6,本社工場,ライン-E,夜勤,20,19,1,0.9536,6.4,0
1000,MFG-01000,20260317,6,九州工場,ライン-E,日勤,20,19,1,0.9904,9.9,1
1001,MFG-01001,20251114,13,本社工場,ライン-D,日勤,20,19,1,0.9557,7.9,5
1002,MFG-01002,20250727,18,第二工場,ライン-C,夜勤,200,198,2,0.9928,7.1,2
1003,MFG-01003,20250213,19,第二工場,ライン-E,夜勤,200,192,8,0.9638,10.1,10
1004,MFG-01004,20250119,15,第二工場,ライン-D,日勤,500,479,21,0.9591,5.8,0
1005,MFG-01005,20250604,20,本社工場,ライン-D,夜勤,100,96,4,0.9685,7.5,1
1006,MFG-01006,20250601,5,本社工場,ライン-C,夜勤,500,492,8,0.9855,11.5,5
1007,MFG-01007,20250517,5,九州工場,ライン-A,日勤,200,199,1,0.9973,11.6,9
1008,MFG-01008,20250728,5,九州工場,ライン-B,夜勤,1000,981,19,0.9816,8.6,3
1009,MFG-01009,20250413,18,本社工場,ライン-C,日勤,500,481,19,0.9635,7.7,5
1010,MFG-01010,20251208,2,九州工場,ライン-C,日勤,100,95,5,0.9597,10.5,3
1011,MFG-01011,20250209,3,九州工場,ライン-C,夜勤,200,196,4,0.9845,7.0,6
1012,MFG-01012,20251220,19,第二工場,ライン-C,夜勤,500,492,8,0.9842,9.8,10
1013,MFG-01013,20250621,7,本社工場,ライン-C,夜勤,10,9,1,0.9689,11.4,8
1014,MFG-01014,20250715,3,本社工場,ライン-D,夜勤,100,96,4,0.9637,4.2,0
1015,MFG-01015,20251021,11,第二工場,ライン-E,日勤,500,484,16,0.9692,5.1,5
1016,MFG-01016,20251022,13,第二工場,ライン-D,夜勤,20,19,1,0.9718,11.8,5
1017,MFG-01017,20260202,19,第二工場,ライン-A,日勤,200,192,8,0.9637,12.0,10
1018,MFG-01018,20251006,19,本社工場,ライン-B,日勤,1000,964,36,0.9644,6.5,0
1019,MFG-01019,20250820,19,本社工場,ライン-D,夜勤,100,98,2,0.9827,4.1,10
1020,MFG-01020,20260110,4,九州工場,ライン-D,夜勤,1000,955,45,0.9558,6.9,1
1021,MFG-01021,20251013,9,本社工場,ライン-C,日勤,200,192,8,0.9634,11.2,8
1022,MFG-01022,20260213,15,第二工場,ライン-C,夜勤,50,49,1,0.9809,5.3,10
1023,MFG-01023,20250113,17,第二工場,ライン-D,日勤,100,97,3,0.9717,8.6,5
1024,MFG-01024,20250728,7,第二工場,ライン-B,日勤,50,47,3,0.9522,10.1,2
1025,MFG-01025,20260221,15,本社工場,ライン-E,日勤,1000,981,19,0.9812,9.3,21
1026,MFG-01026,20250319,16,九州工場,ライン-B,日勤,50,48,2,0.9722,10.8,6
1027,MFG-01027,20250114,20,本社工場,ライン-C,日勤,500,484,16,0.9691,10.4,7
1028,MFG-01028,20250326,2,本社工場,ライン-B,日勤,200,196,4,0.984,8.1,0
1029,MFG-01029,20251104,6,九州工場,ライン-E,夜勤,10,9,1,0.9964,6.8,10
1030,MFG-01030,20251216,7,本社工場,ライン-B,日勤,20,19,1,0.9609,8.9,9
1031,MFG-01031,20251108,6,第二工場,ライン-A,夜勤,20,19,1,0.9875,5.8,2
1032,MFG-01032,20250427,14,本社工場,ライン-D,夜勤,10,9,1,0.9523,11.8,62
1033,MFG-01033,20250719,20,本社工場,ライン-D,日勤,500,475,25,0.9519,4.1,6
1034,MFG-01034,20250221,12,本社工場,ライン-E,日勤,50,49,1,0.9881,9.0,4
1035,MFG-01035,20251001,9,第二工場,ライン-D,日勤,100,95,5,0.9563,5.7,3
1036,MFG-01036,20251220,5,本社工場,ライン-B,日勤,200,192,8,0.964,12.0,10
1037,MFG-01037,20260316,19,九州工場,ライン-B,日勤,100,96,4,0.9694,7.0,9
1038,MFG-01038,20250622,7,九州工場,ライン-C,日勤,5,4,1,0.9879,7.8,1
1039,MFG-01039,20260314,4,本社工場,ライン-E,夜勤,200,192,8,0.9632,10.6,95
1040,MFG-01040,20250428,18,本社工場,ライン-C,夜勤,100,95,5,0.9534,10.2,10
1041,MFG-01041,20250130,17,九州工場,ライン-C,夜勤,100,97,3,0.9727,6.9,85
1042,MFG-01042,20260209,16,第二工場,ライン-A,夜勤,100,95,5,0.9584,9.0,37
1043,MFG-01043,20250808,9,本社工場,ライン-A,夜勤,100,97,3,0.9773,9.4,6
1044,MFG-01044,20251031,7,第二工場,ライン-E,夜勤,10,9,1,0.9729,4.0,4
1045,MFG-01045,20250328,14,九州工場,ライン-B,日勤,20,19,1,0.9565,9.3,1
1046,MFG-01046,20250414,19,九州工場,ライン-B,夜勤,1000,972,28,0.9722,8.5,0
1047,MFG-01047,20251017,17,本社工場,ライン-D,日勤,100,97,3,0.9732,4.6,2
1048,MFG-01048,20250309,15,九州工場,ライン-D,日勤,200,195,5,0.9777,8.2,10
1049,MFG-01049,20251006,14,本社工場,ライン-C,日勤,20,19,1,0.9835,6.5,1
1050,MFG-01050,20251119,13,第二工場,ライン-C,日勤,10,9,1,0.9778,6.7,2
1051,MFG-01051,20250124,6,九州工場,ライン-A,日勤,5,4,1,0.9888,6.2,10
1052,MFG-01052,20250822,10,本社工場,ライン-D,日勤,50,48,2,0.9769,7.2,10
1053,MFG-01053,20260126,14,第二工場,ライン-D,夜勤,10,9,1,0.9925,4.7,6
1054,MFG-01054,20250627,14,第二工場,ライン-A,夜勤,10,9,1,0.9836,7.8,113
1055,MFG-01055,20250520,19,九州工場,ライン-D,日勤,1000,955,45,0.9553,9.1,2
1056,MFG-01056,20251019,13,第二工場,ライン-B,日勤,10,9,1,0.9504,6.9,8
1057,MFG-01057,20250324,15,九州工場,ライン-D,日勤,200,190,10,0.9538,6.5,8
1058,MFG-01058,20251114,18,第二工場,ライン-E,夜勤,100,98,2,0.9816,6.0,4
1059,MFG-01059,20260324,10,第二工場,ライン-B,夜勤,500,482,18,0.9647,5.0,9
1060,MFG-01060,20251029,8,本社工場,ライン-E,夜勤,100,96,4,0.9609,11.0,4
1061,MFG-01061,20250109,17,本社工場,ライン-E,日勤,100,97,3,0.974,5.0,3
1062,MFG-01062,20251022,18,九州工場,ライン-E,夜勤,50,49,1,0.9964,12.0,7
1063,MFG-01063,20250308,2,本社工場,ライン-B,夜勤,500,482,18,0.9645,10.8,4
1064,MFG-01064,20251119,14,第二工場,ライン-C,夜勤,5,4,1,0.9518,4.1,9
1065,MFG-01065,20250810,10,本社工場,ライン-D,日勤,500,476,24,0.9526,4.2,5
1066,MFG-01066,20250224,5,本社工場,ライン-A,夜勤,100,96,4,0.9671,9.7,5
1067,MFG-01067,20251026,11,本社工場,ライン-D,夜勤,1000,977,23,0.9775,5.7,107
1068,MFG-01068,20251010,10,第二工場,ライン-B,夜勤,200,190,10,0.9535,11.5,0
1069,MFG-01069,20260330,7,本社工場,ライン-C,日勤,5,4,1,0.9565,10.9,7
1070,MFG-01070,20250530,6,第二工場,ライン-C,日勤,5,4,1,0.9716,8.6,10
1071,MFG-01071,20260215,13,本社工場,ライン-E,日勤,50,48,2,0.9651,9.7,4
1072,MFG-01072,20250715,19,本社工場,ライン-A,日勤,200,194,6,0.971,6.3,3
1073,MFG-01073,20250120,10,第二工場,ライン-B,日勤,100,98,2,0.988,6.9,56
1074,MFG-01074,20260222,18,第二工場,ライン-E,夜勤,200,197,3,0.9861,9.8,2
1075,MFG-01075,20250412,7,九州工場,ライン-B,日勤,5,4,1,0.9565,7.2,3
1076,MFG-01076,20250415,1,本社工場,ライン-B,日勤,100,97,3,0.9712,9.9,6
1077,MFG-01077,20260206,15,本社工場,ライン-C,夜勤,500,486,14,0.973,8.9,5
1078,MFG-01078,20250508,2,第二工場,ライン-B,夜勤,100,99,1,0.9934,11.3,8
1079,MFG-01079,20260130,9,本社工場,ライン-D,日勤,50,49,1,0.9941,10.3,153
1080,MFG-01080,20250601,15,九州工場,ライン-A,日勤,50,49,1,0.996,9.3,0
1081,MFG-01081,20260328,12,第二工場,ライン-A,夜勤,5,4,1,0.9722,10.2,7
1082,MFG-01082,20251125,16,第二工場,ライン-C,夜勤,100,97,3,0.9788,10.9,0
1083,MFG-01083,20250717,12,本社工場,ライン-E,夜勤,20,19,1,0.9663,11.0,54
1084,MFG-01084,20250612,20,九州工場,ライン-A,夜勤,200,192,8,0.9635,6.0,2
1085,MFG-01085,20250507,16,九州工場,ライン-B,日勤,200,190,10,0.9537,5.5,1
1086,MFG-01086,20250125,4,第二工場,ライン-E,日勤,100,98,2,0.983,7.3,9
1087,MFG-01087,20250126,3,本社工場,ライン-D,夜勤,100,84,16,0.8444,5.8,1
1088,MFG-01088,20251028,20,第二工場,ライン-E,夜勤,100,99,1,0.9925,10.1,2
1089,MFG-01089,20250331,5,第二工場,ライン-D,夜勤,100,95,5,0.9587,4.2,2
1090,MFG-01090,20250315,4,本社工場,ライン-D,夜勤,500,481,19,0.9625,11.0,3
1091,MFG-01091,20250410,1,本社工場,ライン-E,日勤,1000,971,29,0.9713,11.2,143
1092,MFG-01092,20260307,17,九州工場,ライン-D,夜勤,50,49,1,0.9886,4.1,10
1093,MFG-01093,20250713,17,本社工場,ライン-C,夜勤,100,97,3,0.9738,9.0,6
1094,MFG-01094,20250807,7,九州工場,ライン-B,夜勤,5,4,1,0.9739,6.6,5
1095,MFG-01095,20251018,5,第二工場,ライン-A,日勤,500,477,23,0.954,10.5,10
1096,MFG-01096,20250708,19,本社工場,ライン-B,夜勤,100,99,1,0.9915,11.4,0
1097,MFG-01097,20250319,19,第二工場,ライン-C,夜勤,100,98,2,0.9821,10.5,2
1098,MFG-01098,20260228,20,九州工場,ライン-C,日勤,50,48,2,0.9661,6.1,10
1099,MFG-01099,20251209,18,本社工場,ライン-C,日勤,100,98,2,0.9814,10.1,84
1100,MFG-01100,20251021,18,九州工場,ライン-B,日勤,50,47,3,0.9585,5.2,2
1101,MFG-01101,20260205,3,九州工場,ライン-C,夜勤,200,191,9,0.9554,7.0,6
1102,MFG-01102,20251006,14,第二工場,ライン-E,夜勤,5,4,1,0.9553,6.6,0
1103,MFG-01103,20250719,10,本社工場,ライン-C,日勤,50,48,2,0.9774,8.0,7
1104,MFG-01104,20251123,17,本社工場,ライン-D,夜勤,200,199,1,0.9961,9.1,6
1105,MFG-01105,20260119,10,九州工場,ライン-A,夜勤,500,490,10,0.9816,4.9,6
1106,MFG-01106,20260219,5,本社工場,ライン-B,日勤,100,95,5,0.9531,6.3,8
1107,MFG-01107,20250422,4,九州工場,ライン-C,夜勤,1000,977,23,0.9773,10.9,1
1108,MFG-01108,20250830,20,本社工場,ライン-D,夜勤,200,195,5,0.9794,8.6,10
1109,MFG-01109,20250324,17,本社工場,ライン-B,日勤,50,48,2,0.9703,4.2,2
1110,MFG-01110,20251228,1,本社工場,ライン-A,夜勤,1000,975,25,0.9759,5.5,1
1111,MFG-01111,20250102,11,第二工場,ライン-A,日勤,100,99,1,0.9932,8.4,105
1112,MFG-01112,20251011,6,九州工場,ライン-D,日勤,10,9,1,0.9529,7.2,2
1113,MFG-01113,20260226,15,本社工場,ライン-D,日勤,100,99,1,0.9927,11.1,6
1114,MFG-01114,20251211,7,第二工場,ライン-B,夜勤,5,4,1,0.9555,9.0,6
1115,MFG-01115,20250401,13,本社工場,ライン-D,日勤,10,9,1,0.95,4.6,8
1116,MFG-01116,20260210,6,本社工場,ライン-B,日勤,10,9,1,0.9966,6.8,9
1117,MFG-01117,20260108,3,第二工場,ライン-E,夜勤,500,497,3,0.9952,4.2,7
1118,MFG-01118,20250910,13,九州工場,ライン-A,日勤,10,9,1,0.9779,4.1,8
1119,MFG-01119,20250925,4,本社工場,ライン-C,日勤,200,194,6,0.9713,7.3,8
1120,MFG-01120,20251222,4,九州工場,ライン-C,夜勤,200,192,8,0.9619,9.5,7
1121,MFG-01121,20250402,1,九州工場,ライン-B,夜勤,200,197,3,0.9895,8.3,9
1122,MFG-01122,20260322,12,本社工場,ライン-E,日勤,5,4,1,0.9785,11.1,5
1123,MFG-01123,20250425,20,九州工場,ライン-C,夜勤,200,163,37,0.8167,6.4,9
1124,MFG-01124,20250112,15,九州工場,ライン-C,夜勤,100,97,3,0.9703,11.9,7
1125,MFG-01125,20251021,20,第二工場,ライン-D,日勤,200,195,5,0.9786,6.5,4
1126,MFG-01126,20251014,12,九州工場,ライン-E,夜勤,5,4,1,0.9885,10.4,1
1127,MFG-01127,20250730,15,第二工場,ライン-B,夜勤,200,191,9,0.9599,9.9,8
1128,MFG-01128,20250224,13,九州工場,ライン-C,日勤,10,9,1,0.958,9.1,0
1129,MFG-01129,20250617,6,本社工場,ライン-A,日勤,50,40,10,0.81,8.4,0
1130,MFG-01130,20260307,18,第二工場,ライン-B,夜勤,200,192,8,0.9606,8.5,8
1131,MFG-01131,20250408,2,第二工場,ライン-C,夜勤,500,480,20,0.9614,8.8,1
1132,MFG-01132,20251011,12,本社工場,ライン-D,日勤,50,49,1,0.9939,4.4,10
1133,MFG-01133,20250626,13,本社工場,ライン-D,夜勤,5,4,1,0.9672,6.3,9
1134,MFG-01134,20250409,15,九州工場,ライン-E,夜勤,200,194,6,0.9741,7.8,0
1135,MFG-01135,20251201,4,第二工場,ライン-E,日勤,200,190,10,0.9517,4.9,6
1136,MFG-01136,20250710,4,本社工場,ライン-A,夜勤,1000,996,4,0.9965,5.1,0
1137,MFG-01137,20250721,16,九州工場,ライン-C,夜勤,1000,994,6,0.9946,10.5,4
1138,MFG-01138,20250120,13,本社工場,ライン-B,日勤,10,9,1,0.9919,5.1,2
1139,MFG-01139,20250405,6,九州工場,ライン-A,日勤,5,4,1,0.9817,7.5,142
1140,MFG-01140,20250607,16,第二工場,ライン-D,夜勤,500,489,11,0.9787,8.8,1
1141,MFG-01141,20260311,8,本社工場,ライン-E,夜勤,50,49,1,0.9965,6.3,3
1142,MFG-01142,20250222,6,本社工場,ライン-E,日勤,10,9,1,0.9954,11.4,135
1143,MFG-01143,20250502,5,第二工場,ライン-D,日勤,200,196,4,0.9808,9.9,8
1144,MFG-01144,20250614,11,第二工場,ライン-E,日勤,100,95,5,0.9582,10.7,5
1145,MFG-01145,20250221,13,九州工場,ライン-A,夜勤,10,9,1,0.9526,11.3,10
1146,MFG-01146,20250125,12,九州工場,ライン-C,日勤,10,9,1,0.9611,6.9,2
1147,MFG-01147,20250602,15,九州工場,ライン-E,夜勤,100,97,3,0.9721,6.9,9
1148,MFG-01148,20250824,7,第二工場,ライン-C,日勤,5,4,1,0.9515,5.6,6
1149,MFG-01149,20250212,3,本社工場,ライン-B,日勤,200,164,36,0.8212,8.3,8
1150,MFG-01150,20250204,12,第二工場,ライン-B,夜勤,5,4,1,0.9588,9.5,1
1151,MFG-01151,20250816,10,第二工場,ライン-D,日勤,1000,973,27,0.9732,10.4,1
1152,MFG-01152,20250920,19,第二工場,ライン-A,夜勤,500,481,19,0.9634,7.1,137
1153,MFG-01153,20250815,13,九州工場,ライン-B,夜勤,5,4,1,0.9601,7.2,9
1154,MFG-01154,20250512,13,第二工場,ライン-D,夜勤,10,9,1,0.9514,4.3,167
1155,MFG-01155,20251011,11,本社工場,ライン-D,日勤,200,198,2,0.9947,9.7,1
1156,MFG-01156,20251004,20,九州工場,ライン-D,夜勤,1000,964,36,0.9642,6.2,8
1157,MFG-01157,20250602,20,九州工場,ライン-E,夜勤,200,195,5,0.9769,11.0,7
1158,MFG-01158,20250618,19,九州工場,ライン-C,日勤,1000,990,10,0.9904,4.4,7
1159,MFG-01159,20260117,19,九州工場,ライン-D,日勤,500,487,13,0.9759,9.1,7
1160,MFG-01160,20250211,15,第二工場,ライン-A,夜勤,1000,965,35,0.9658,4.8,3
1161,MFG-01161,20250806,16,九州工場,ライン-B,夜勤,1000,958,42,0.9587,5.7,150
1162,MFG-01162,20250915,11,九州工場,ライン-D,日勤,500,489,11,0.9793,11.9,1
1163,MFG-01163,20250521,11,本社工場,ライン-E,日勤,500,497,3,0.994,11.7,10
1164,MFG-01164,20260310,6,第二工場,ライン-A,夜勤,10,9,1,0.9913,11.4,3
